ID,245a,250a,ITEM or VIT,Barcode,Item Status,Chron I_x,Chron J,Chron K,Enum A,Enum B,Enum C,Sublibrary,Publication.title,General.area.of.coverage,Chron I_y,Title.ID
13894027,The Stockton & Thornaby Herald and South Durham Advertis,,ITEM,NP000125043,PM,1901,01-Dec,Jan-31,1901,1,1,NPL,The Stockton & Thornaby Herald and South Durham Advertiser,Cleveland,1901,013894027
13894027,The Stockton & Thornaby Herald and South Durham Advertis,,ITEM,B1760685,1,1903,,,,,,HMNTS,The Stockton & Thornaby Herald and South Durham Advertiser,Cleveland,1903,013894027
13894028,Stockton & Tees-side Herald.,,ITEM,NP000086553,1,1921,01-Dec,Jan-31,1921,1,NP000086553,NPL,Stockton & Tees-side Herald,Cleveland,1921,013894028
13894028,Stockton & Tees-side Herald.,,ITEM,NP000089703,1,1918,01-Dec,Jan-31,1918,1,NP000089703,NPL,Stockton & Tees-side Herald,Cleveland,1918,013894028
13894028,Stockton & Tees-side Herald.,,ITEM,NP000088210,1,1919,01-Dec,Jan-31,1919,1,NP000088210,NPL,Stockton & Tees-side Herald,Cleveland,1919,013894028
13894028,Stockton & Tees-side Herald.,,ITEM,NP000077119,1,1927,01-Dec,Jan-31,1927,1,NP000077119,NPL,Stockton & Tees-side Herald,Cleveland,1927,013894028
13894028,Stockton & Tees-side Herald.,,ITEM,NP000075056,1,1929,01-Dec,Jan-31,1929,1,NP000075056,NPL,Stockton & Tees-side Herald,Cleveland,1929,013894028
13894028,Stockton & Tees-side Herald.,,ITEM,NP000084020,1,1922,01-Dec,Jan-31,1922,1,NP000084020,NPL,Stockton & Tees-side Herald,Cleveland,1922,013894028
13894491,The Merthyr Express and Advertiser for the Iron and Coal,,ITEM,B1768267,1,1866,,,,,,HMNTS,The Merthyr Express and Advertiser for the Iron and Coal Districts of South Wales|The Merthyr Express and Advertiser for the Iron and Coal Districts of Wales,Mid Glamorgan,1866,013894491
13894491,The Merthyr Express and Advertiser for the Iron and Coal,,ITEM,B1768294,1,1880,,,,,,HMNTS,The Merthyr Express and Advertiser for the Iron and Coal Districts of South Wales|The Merthyr Express and Advertiser for the Iron and Coal Districts of Wales,Mid Glamorgan,1880,013894491
13894491,The Merthyr Express and Advertiser for the Iron and Coal,,ITEM,B1768292,1,1879,,,,,,HMNTS,The Merthyr Express and Advertiser for the Iron and Coal Districts of South Wales|The Merthyr Express and Advertiser for the Iron and Coal Districts of Wales,Mid Glamorgan,1879,013894491
13894491,The Merthyr Express and Advertiser for the Iron and Coal,,ITEM,B1768290,1,1878,,,,,,HMNTS,The Merthyr Express and Advertiser for the Iron and Coal Districts of South Wales|The Merthyr Express and Advertiser for the Iron and Coal Districts of Wales,Mid Glamorgan,1878,013894491
13894491,The Merthyr Express and Advertiser for the Iron and Coal,,ITEM,NP000149280,PM,1870,01-Dec,Jan-31,1870,1,1,NPL,The Merthyr Express and Advertiser for the Iron and Coal Districts of South Wales|The Merthyr Express and Advertiser for the Iron and Coal Districts of Wales,Mid Glamorgan,1870,013894491
13894491,The Merthyr Express and Advertiser for the Iron and Coal,,ITEM,B3230314,1,1865,,,,,,HMNTS,The Merthyr Express and Advertiser for the Iron and Coal Districts of South Wales|The Merthyr Express and Advertiser for the Iron and Coal Districts of Wales,Mid Glamorgan,1865,013894491
13894491,The Merthyr Express and Advertiser for the Iron and Coal,,ITEM,B3230484,1,1867,,,,,,HMNTS,The Merthyr Express and Advertiser for the Iron and Coal Districts of South Wales|The Merthyr Express and Advertiser for the Iron and Coal Districts of Wales,Mid Glamorgan,1867,013894491
13894491,The Merthyr Express and Advertiser for the Iron and Coal,,ITEM,B3230488,1,1869,,,,,,HMNTS,The Merthyr Express and Advertiser for the Iron and Coal Districts of South Wales|The Merthyr Express and Advertiser for the Iron and Coal Districts of Wales,Mid Glamorgan,1869,013894491
13894491,The Merthyr Express and Advertiser for the Iron and Coal,,ITEM,B1768273,1,1870,,,,,,HMNTS,The Merthyr Express and Advertiser for the Iron and Coal Districts of South Wales|The Merthyr Express and Advertiser for the Iron and Coal Districts of Wales,Mid Glamorgan,1870,013894491
13894491,The Merthyr Express and Advertiser for the Iron and Coal,,ITEM,B1768264,1,1864,,,,,,HMNTS,The Merthyr Express and Advertiser for the Iron and Coal Districts of South Wales|The Merthyr Express and Advertiser for the Iron and Coal Districts of Wales,Mid Glamorgan,1864,013894491
13894491,The Merthyr Express and Advertiser for the Iron and Coal,,ITEM,B1768296,1,1881,,,,,,HMNTS,The Merthyr Express and Advertiser for the Iron and Coal Districts of South Wales|The Merthyr Express and Advertiser for the Iron and Coal Districts of Wales,Mid Glamorgan,1881,013894491
13894491,The Merthyr Express and Advertiser for the Iron and Coal,,ITEM,B3230490,1,1871,,,,,,HMNTS,The Merthyr Express and Advertiser for the Iron and Coal Districts of South Wales|The Merthyr Express and Advertiser for the Iron and Coal Districts of Wales,Mid Glamorgan,1871,013894491
13894491,The Merthyr Express and Advertiser for the Iron and Coal,,ITEM,B1768284,1,1875,,,,,,HMNTS,The Merthyr Express and Advertiser for the Iron and Coal Districts of South Wales|The Merthyr Express and Advertiser for the Iron and Coal Districts of Wales,Mid Glamorgan,1875,013894491
13894491,The Merthyr Express and Advertiser for the Iron and Coal,,ITEM,B1768281,1,1874,,,,,,HMNTS,The Merthyr Express and Advertiser for the Iron and Coal Districts of South Wales|The Merthyr Express and Advertiser for the Iron and Coal Districts of Wales,Mid Glamorgan,1874,013894491
13894491,The Merthyr Express and Advertiser for the Iron and Coal,,ITEM,B1768279,1,1873,,,,,,HMNTS,The Merthyr Express and Advertiser for the Iron and Coal Districts of South Wales|The Merthyr Express and Advertiser for the Iron and Coal Districts of Wales,Mid Glamorgan,1873,013894491
13894491,The Merthyr Express and Advertiser for the Iron and Coal,,ITEM,B1768278,1,1873,,,,,,HMNTS,The Merthyr Express and Advertiser for the Iron and Coal Districts of South Wales|The Merthyr Express and Advertiser for the Iron and Coal Districts of Wales,Mid Glamorgan,1873,013894491
13894491,The Merthyr Express and Advertiser for the Iron and Coal,,ITEM,B1768276,1,1872,,,,,,HMNTS,The Merthyr Express and Advertiser for the Iron and Coal Districts of South Wales|The Merthyr Express and Advertiser for the Iron and Coal Districts of Wales,Mid Glamorgan,1872,013894491
13894491,The Merthyr Express and Advertiser for the Iron and Coal,,ITEM,B1768288,1,1877,,,,,,HMNTS,The Merthyr Express and Advertiser for the Iron and Coal Districts of South Wales|The Merthyr Express and Advertiser for the Iron and Coal Districts of Wales,Mid Glamorgan,1877,013894491
13894491,The Merthyr Express and Advertiser for the Iron and Coal,,ITEM,B1768286,1,1876,,,,,,HMNTS,The Merthyr Express and Advertiser for the Iron and Coal Districts of South Wales|The Merthyr Express and Advertiser for the Iron and Coal Districts of Wales,Mid Glamorgan,1876,013894491
13894491,The Merthyr Express and Advertiser for the Iron and Coal,,ITEM,B1768270,1,1868,,,,,,HMNTS,The Merthyr Express and Advertiser for the Iron and Coal Districts of South Wales|The Merthyr Express and Advertiser for the Iron and Coal Districts of Wales,Mid Glamorgan,1868,013894491
13894491,The Merthyr Express and Advertiser for the Iron and Coal,,ITEM,NP000182962,0M,1875,01-Dec,Jan-31,1875,1,NP000182962,NPL,The Merthyr Express and Advertiser for the Iron and Coal Districts of South Wales|The Merthyr Express and Advertiser for the Iron and Coal Districts of Wales,Mid Glamorgan,1875,013894491
13894491,The Merthyr Express and Advertiser for the Iron and Coal,,ITEM,NP000184319,UM,1878,01-Dec,Jan-31,1878,1,NP000184319,NPL,The Merthyr Express and Advertiser for the Iron and Coal Districts of South Wales|The Merthyr Express and Advertiser for the Iron and Coal Districts of Wales,Mid Glamorgan,1878,013894491
13894492,The Merthyr Express.,,ITEM,NP000188968,PM,1885,01-Dec,Jan-31,1885,1,NP000188968,NPL,The Merthyr Express,Mid Glamorgan,1885,013894492
13894492,The Merthyr Express.,,ITEM,NP000188397,PM,1884,01-Dec,Jan-31,1884,1,NP000188397,NPL,The Merthyr Express,Mid Glamorgan,1884,013894492
13894492,The Merthyr Express.,,ITEM,B1768304,1,1884,,,,,,HMNTS,The Merthyr Express,Mid Glamorgan,1884,013894492
13894492,The Merthyr Express.,,ITEM,B1768302,1,1883,,,,,,HMNTS,The Merthyr Express,Mid Glamorgan,1883,013894492
13894492,The Merthyr Express.,,ITEM,B1768300,1,1882,,,,,,HMNTS,The Merthyr Express,Mid Glamorgan,1882,013894492
